"term","sentiment"
"unstable angina","-20"
"unstable nucleus","-69"
"unsteadily","-87"
"unsteadiness","-90"
"unsteady","-67"
"unsteady gait","77.2"
"unstick","-75"
"unstigmatized","-87"
"unstinted","-82"
"unstinting","-81"
"unstintingly","84.1"
"unstoppable","-89"
"unstressed","-89"
"unstructured peer","79.1"
"unstrung","75.1"
"unstuck","-75"
"unsuasible","-73"
"unsubdivided","83.3"
"unsubduable","-66"
"unsubmissive","-75"
"unsubscribe","90.7"
"unsubsidized employment","85"
"unsubstantial","-71"
"unsubstantiated","77.7"
"unsuccessful","-70"
"unsuccessful attempt","80.2"
"unsuccessful coup","-72"
"unsuccessful person","-69"
"unsuitability","79.2"
"unsuitable","-65"
"unsuitableness","70.9"
"unsuited","-77"
"unsung","-76"
"unsupportable","-88"
"unsupported","-83"
"unsupportive","-69"
"unsure","-75"
"unsurmountable","93.3"
"unsurpassable","78.7"
"unsurpassed","-95"
"unsurprisingly","82.5"
"unsusceptibility","63.6"
"unsusceptible","-82"
"unsuspecting","-80"
"unsuspecting prey","84.2"
"unsuspecting user","-7"
"unsuspectingly","-80"
"unswayed","-83"
"unsweetened","-86"
"unswerving","76.8"
"unswerving devotion","-77"
"unswerving loyalty","89.4"
"unsympathetic","-81"
"untalented","-84"
"untalkative","-76"
"untamable","10.3"
"untameable","10.3"
"untamed","-78"
"untamed nature","-64"
"untampered","-87"
"untangle","-78"
"untangling","-78"
"untapped talent","11.4"
"untaught","-86"
"untellable","-82"
"untenable","-87"
"untenable position","-89"
"untermenschen","-70"
"untested","87.6"
"unthankful","61.5"
"unthinkable","-93"
"unthinkably","-93"
"unthinking","-74"
"unthinkingly","33.5"
"unthoughtful","-74"
"unthoughtfulness","-85"
"untidiness","-69"
"untidy","-84"
"untie","56.1"
"untimely","-80"
"untimely death","-91"
"untiring","-81"
"untiring energy","28.8"
"untiring industry","74.3"
"untiring zeal","12.1"
"unto","14.3"
"unto christ","71.1"
"unto god","71.1"
"unto hym","-57"
"unto salvation","11.7"
"untold","87.4"
"untouchability","-20"
"untouchable","-70"
"untouched","-83"
"untoward","-84"
"untracked","-89"
"untraditional","83.1"
"untransferable","-86"
"untranslatable","89.9"
"untransparent","-74"
"untreated chlamydia","-74"
"untreated tooth decay","-88"
"untreated waste","-63"
"untrendy","-77"
"untried","78.4"
"untrodden","-75"
"untroubled","-69"
"untrue","-75"
"untruly","76.1"
"untrustiness","-69"
"untrusting","-78"
"untrustworthiness","-69"
"untrustworthy","-98"
"untruth","-5"
"untruthful","-76"
"untruthfully","-89"
"untune","64.4"
"unusable","-85"
"unused","-85"
"unusefulness","73.9"
"unusquisque","-71"
"unusual","-12"
"unusual face","-5"
"unusual feat","85.1"
"unusual language","-2"
"unusual person","-78"
"unusually","-85"
"unusually aggressive","-89"
"unusually broad","5.1"
"unusually cold","8.7"
"unusually cold weather","8.7"
"unusually dry","-89"
"unusually heavy","-27"
"unusually long","-74"
"unusually rich","91"
"unutterable","-82"
"unutterably","-68"
"unvalued","-77"
"unvariedness","-74"
"unvarying","-83"
"unveil truth","86.1"
"unveiling ceremony","85.3"
"unvented","-72"
"unventilated","-72"
"unviable","-64"
"unvoiced","72.5"
"unvoluntary","-80"
"unwanted","-79"
"unwanted email","-3"
"unwanted mail","-3"
"unwanted outcome","-90"
"unwanted pregnancy","88.2"
"unwanted sexual contact","-77"
"unwanted spam","-3"
"unwarlike","-76"
"unwarrantable","-75"
"unwarranted","-75"
"unwarranted interference","-84"
"unwary","-86"
"unwashed","-85"
"unwavering","82.9"
"unwavering loyalty","89.4"
"unwaveringly","88.9"
"unwed","-81"
"unwed father","-72"
"unwed motherhood","-72"
"unwedded","-81"
"unwelcome","-79"
"unwelcome attention","-29"
"unwelcome person","-73"
"unwelcoming","-5"
"unwell","-87"
"unwholesome","-87"
"unwholesome food","-84"
"unwholesomeness","-77"
"unwieldly","-85"
"unwieldy","-85"
"unwilled","-80"
"unwilling","-71"
"unwillingly","-83"
"unwillingness","-83"
"unwind","78"
"unwinnable","-69"
"unwisdom","-69"
"unwise","-82"
"unwisely","-92"
"unwiseness","72.1"
"unwitting","-71"
"unwomanly","66"
"unwontedly","-85"
"unworkable","79.7"
"unworldly","-86"
"unworldlyal","-86"
"unworried","-69"
"unworthily","-73"
"unworthiness","79"
"unworthy","-88"
"unwounded","-73"
"unwrap","-83"
"unwritten code","99"
"unyielding","82.4"
"unyieldingness","-89"
"unzip","11.5"
"unzip pant","-2"
"up","88.9"
"up-to-date","84.7"
"up-to-the-minute","84.4"
"up date","10.3"
"up down","9.1"
"up early","13"
"up front","5.3"
"up high","6.9"
"up hill","10.7"
"up impressionable libertarian","85.2"
"up morning","-4"
"up mountain","7.2"
"up roar","-87"
"up to","78.4"
"upaya","71.5"
"upbeat","93.3"
"upbeat attitude","77.6"
"upbraid","-81"
"upbraiding","-73"
"upbringing","79"
"upcoming","82.6"
"upcoming debut album","84.1"
"upcoming election","6.1"
"upcoming film adaptation","3.2"
"upcoming fiscal year","7.2"
"upcoming sequel","3.2"
"upcott","-88"
"upcourt","-81"
"update","-5"
"updated","84.2"
"updated edition","-8"
"updated hourly","-4"
"updraft","-26"
"upekkha","71.5"
"upend","-92"
"upfront cost","11.2"
"upgrade","2"
"upheaval","-85"
"upheld","78"
"uphill","-31"
"uphold","78"
"upholstered","-80"
"upkeep","12.7"
"upland forest","-74"
"uplift","33.5"
"upliftment","-28"
"uploadable","-79"
"upmarket","91.9"
"upnor castle","78.8"
"upon","14.3"
"upon arrival","9.1"
"upon completion","13"
"upon expiration","83.9"
"upon graduation","89.3"
"upon receipt","78.5"
"upon request","81.3"
"upon satisfactory completion","13"
"upon successful completion","13"
"upper","7.1"
"upper-division","83.1"
"upper-level","83.4"
"upper abdominal pain","-20"
"upper airway obstruction","-74"
"upper arm","-8"
"upper atmospheric","-5"
"upper balcony","4.5"
"upper bound","5.5"
"upper bound estimate","17.8"
"upper chest","-67"
"upper concourse","82.6"
"upper crust","-4"
"upper deck","82.6"
"upper echelon","-68"
"upper extremity","-70"
"upper eyelid","-63"
"upper floor","-9"
"upper garment","-33"
"upper genital tract","-74"
"upper geyser basin","5"
"upper hand","18.6"
"upper intestine","5.5"
"upper jaw","-3"
"upper limit","18.7"
"upper lip","-3"
"upper lower","5.7"
"upper mandible","-73"
"upper mantle","-92"
"upper molar","80.8"
"upper motor neuron","-81"
"upper nubia","10.5"
"upper ossory","91.1"
"upper palaeolithic","7.1"
"upper respiratory infection","-29"
"upper saint clair","-78"
"upper secondary","74.4"
"upper secondary education","74.4"
"upper stigma","-88"
"upper storey","-9"
"upper surface","-69"
"upper thigh","-6"
"upper tropospheric","-5"
"uppercase","5.4"
"uppercase bug","8.4"
"uppercase letter","5.4"
"uppercut","98.4"
"uppish","-91"
"uppity","-87"
"uppon","-82"
"upright","10.4"
"upright conscience","-76"
"upright piano","-80"
"upright posture","-9"
"upright vacuum","-6"
"upright vacuum cleaner","-6"
"uprightly","32.8"
"uprise","82"
"uprising against","82"
"uproar","-64"
"uproar among","-94"
"uproar over","-71"
"uproarious","88.7"
"uproariously","35.1"
"uproot","-94"
"uprose","-77"
"upscale","79.5"
"upscale grocery","5.7"
"upscale restaurant","3.6"
"upsell","86.5"
"upset","-78"
"upset person","-83"
"upset stomach","-74"
"upshot","-79"
"upside","-83"
"upside down","90.6"
"upsidedown","90.6"
"upsize","10.4"
"upstairs apartment","6.9"
"upstairs balcony","4.5"
"upstairs bathroom","7.2"
"upstairs bedroom","7.2"
"upstairs gallery","7"
"upstairs loft","66.9"
"upstairs lounge","77.5"
"upstanding","79.9"
"upstart","-87"
"upstream migration","-95"
"upsurge","-78"
"uptake","77"
"uptick","93.5"
"uptight","93"
"uptime","76.8"
"uptown theatre","-10"
"uptrend","12"
"upturned boat","-4"
"upturned hull","3.2"
"upturned nose","-79"
"upvalue","-28"
"upward","10.4"
"upward mobility","94.9"
"upward motion","94.3"
"upward movement","13.1"
"upward pressure","-9"
"upward spike","93.5"
"upward toward","14.7"
"upward trend","12"
"upwardly","89.4"
"upwards","3.2"
"uraei","-71"
"urango","-92"
"uranium","-75"
"uranium atom","-69"
"uranium bomb","-83"
"uranium enrichment","-6"
"uranium nucleus","-69"
"uranium oxide dust","-75"
"uranology","89.7"
"uranoplasty","62.2"
"uranverein uranium club","-85"
"uranyl acetate","-3"
"urartu","84.8"
"urate","79.5"
"urban","9.3"
"urban chic","85.8"
"urban fabric","64.5"
"urban forester","-69"
"urban legend","92"
"urban myth","92"
"urban renewal project","-10"
"urban sprawl","-72"
"urban typhus","74.1"
"urbane","-93"
"urbanism","64.5"
"urbanist","64.5"
"urbanite","7.3"
"urbanity","74.5"
"urchin","-6"
"urdu shabnam","14.8"
"urea cycle disorder","-76"
"urea fertilizer","3.5"
"ureaplasma urealyticum","-74"
"ureter","-70"
"ureteral","-63"
"ureteral stent","-70"
"ureteric","-70"
"ureteroscope","17.3"
"urethane","7.4"
"urethane foam","7.4"
"urethra","6.2"
"urethral catheter","-70"
"urethral lumen","-87"
"urethral mucosa","-87"
"urethral obstruction","-75"
"urethral prolapse","-74"
"urethral stricture","-74"
"urethroscope","16.7"
"urge","35.7"
"urge caution","-19"
"urge incontinence","-75"
"urge on","33.8"
"urgency","-32"
"urgent","9.1"
"urgent care","-73"
"urgent necessity","-78"
"urging","-91"
"urhannagh","41.5"
"uri geller","85.2"
"urial","-71"
"urinal","76.3"
"urinary calculus","89"
"urinary excretion","79.5"
"urinary frequency","-5"
"urinary incontinence","-77"
"urinary leakage","79.5"
"urinary obstruction","-75"
"urinary retention","-75"
"urinary stream","-5"
"urinary tract infection","-88"
"urinary urgency","-5"
"urinate","-5"
"urinate frequently","-5"
"urination","-7"
"urine","-8"
"urine flow","-80"
"urine leakage","-5"
"url","-5"
"urltoarea river","-88"
"urn","-4"
"uropathy","81.2"
"urpmi","95.1"
"ursolic acid","-73"
"ursula holden","-10"
"urtica","-34"
"urtica dioica","-34"
"urticaria","-60"
"urtication","-72"
"uruki","-32"
"urushiol","-68"
"usability","95.9"
"usable","95.9"
"usableness","76.9"
"usac silver crown","-5"
"usage","83.7"
"usaid","-72"
"usama fayyad","-67"
"usb","7.2"
"usb connection","7.2"
"usb drive","94.3"
"usb flash drive","94.3"
"usb otg","7.2"
"usb pen","76.4"
"usb plug","8.2"
"usb port","7.2"
"usc thornton school","93.7"
"usda seal","-74"
"usda zone","28.3"
"use","5.3"
"use army","-10"
"use atm","-7"
"use bathroom","89.6"
"use bed","8.2"
"use binoculars","6.6"
"use blade","-85"
"use board game","3.9"
"use body","-4"
"use book","75.4"
"use brain","77.5"
"use brake","-4"
"use brush","3.7"
"use brush air","88.3"
"use calculator","3.7"
"use camera","16.6"
"use car","79.7"
"use cash","34.3"
"use chair","4"
"use clean","7.6"
"use compass","92.4"
"use computer","76.9"
"use condom","17.9"
"use construction","5.2"
"use cook","9"
"use crayon","3.9"
"use credit card","77.6"
"use decoration","13.6"
"use dictionary","-9"
"use drink","-4"
"use drug","-87"
"use ear","10.7"
"use electricity","88.1"
"use energy","77.5"
"use eye","88.1"
"use farm","12.8"
"use finger","8.3"
"use foot","5.6"
"use fork","-2"
"use fuel","-7"
"use game chess","3.2"
"use garden","3.2"
"use gas","8.4"
"use gun","-10"
"use hand","5.8"
"use hand gesture","-5"
"use hunt","78.4"
"use illegal drug","-15"
"use imagination","5.8"
"use ink","4.7"
"use internet","-3"
"use jazz music","-3"
"use jewelry","84.5"
"use keyboard","-6"
"use knife","-10"
"use language","2.2"
"use leg","3.7"
"use lighter","3.8"
"use logic","87.8"
"use machine","13"
"use map","83.1"
"use match","12.1"
"use memory","95.6"
"use microphone","32.8"
"use military","-7"
"use mind","-6"
"use money","73.8"
"use mouth","9.7"
"use muscle","8.5"
"use musical instrument","83.8"
"use needle","-5"
"use oil cartoon character","-7"
"use oil paint","4"
"use paint","8.1"
"use paper","-6"
"use party","-80"
"use pen","25.3"
"use pencil","10"
"use phone","5.3"
"use recipe","-4"
"use remote control","75.7"
"use restroom","-6"
"use salad","9.5"
"use school","3.2"
"use scissor","-7"
"use screwdriver","-8"
"use search engine","4.3"
"use shower","-6"
"use skill","4.3"
"use soap","16.9"
"use solar oven","-3"
"use sport","4.1"
"use system abstract think","-8"
"use talent","88.6"
"use technology","8.2"
"use telephone","2.9"
"use telescope","2.9"
"use television","78.2"
"use thermometer","-11"
"use ticket","-6"
"use tissue","3.9"
"use toilet","-3"
"use tool","-7"
"use tooth","80.8"
"use transport","-7"
"use up","74.5"
"use vacuum cleaner","5"
"use vehicle","16.5"
"use voice","-3"
"use war","-8"
"use washcloth","81.3"
"use water","8.4"
"use water soap","6.7"
"use weapon","-17"
"useable","95.9"
"useage","83.7"
"used bayer aspirin","94.3"
"used capsicum spray","-85"
"used car dealership","6.9"
"used car salesman","-3"
"used interchangeably","83.7"
"used medicinally","90.5"
"used pepper spray","-6"
"used recreationally","34.4"
"used topically","79.1"
"useful","9.7"
"useful starting point","-4"
"useful tool","-4"
"usefulness","77"
"useless","-78"
"useless info","-80"
"useless information","-81"
"uselessly","79.5"
"uselessness","74.3"
"usemap","74.8"
"user","-82"
"user athenean athenean user","84.9"
"user blnguyen blnguyen user","84.9"
"user callable","-80"
"user finlay mcwalter","84.9"
"user friendly","80.7"
"user friendly format","4.9"
"user friendly guide","4.9"
"user friendly interface","-81"
"user friendly tool","-4"
"user interface","90.9"
"user interface toolkit","35.5"
"user makerocketgonow","-4"
"user momusufan momusufan user","84.9"
"user mouse over","74.8"
"user protonk protonk user","84.9"
"user selectable","3.1"
"user spui","84.9"
"user talk page","85.7"
"user talk silver seren","93.9"
"user volunteer marek","67.8"
"useragent","-75"
"username","85.7"
"userpage","83.2"
"useth","-82"
"usher","17"
"ushort","-6"
"using","-87"
"using gzip","-10"
"using transmission electron","3.2"
"usman khawaja dismissal","-74"
"usn ret","82.4"
"usr","20.3"
"ussuri river","-76"
"ustilago","-84"
"ustinov studio","4.9"
"usual","10.3"
"usual green","4.6"
"usual ordinary","12.4"
"usum","72.9"
"usurer","60.8"
"usurious","-80"
"usurp","-72"
"usurp power","-93"
"usurpation","-65"
"usurper","-75"
"utau","3.4"
"utensil","4.3"
"uterine cavity","17.3"
"uterine contraction","-74"
"uterine fibroid","-88"
"uterine myoma","-72"
"uterine wall","70.6"
"utero","70.6"
"uterovaginal","-73"
"uterus","6.4"
"utica avenue","76.8"
"utilisation","83.7"
"utilise","-77"
"utilitarian","88.3"
"utilitarian approach","71.4"
"utilitarian pottery","61.9"
"utilitarian principle","71.4"
"utilitarianism","75.4"
"utility","5.3"
"utility easement","59"
"utility grid","94.2"
"utility knife","-4"
"utility maximization","-68"
"utility muffin","6.8"
"utility relocation","6.2"
"utility room","-2"
"utilization","10.6"
"utilize","5.5"
"utilize knowledge","-6"
"utmost","86.4"
"utmost care","-19"
"utmost caution","-19"
"utmost difficulty","-77"
"utmost importance","25.2"
"utmost integrity","88.7"
"utmost latitude","74.4"
"utmost precision","61.7"
"utmost vigilance","100"
"utne reader","7.1"
"utopia","11.7"
"utopia planitia","91.9"
"utopian socialism","64.5"
"utopianism","77.9"
"utter","91.5"
"utter contempt","-29"
"utter despair","-76"
"utter destruction","-11"
"utter devastation","-79"
"utter folly","87"
"utter ignorance","87"
"utter indifference","-81"
"utter joy","66"
"utter lack","70.5"
"utter nonsense","78"
"utter poverty","-28"
"utter rubbish","78"
"utter ruin","-88"
"utter silence","-94"
"utterance","84.8"
"utterer","63.7"
"utterly","-90"
"utterly alien","72.6"
"utterly destroy","-68"
"utterly devoid","-67"
"utterly false","-3"
"utterly forgotten","-84"
"utterly impossible","-85"
"utterly null","-81"
"utterly reject","-74"
"utterly unlike","72.6"
"utterly void","-81"
"uttermost","87.3"
"uunet","-84"
"uv degradation","-71"
"uv disinfection","-78"
"uv protection","96.8"
"uv protective","96.8"
"uv resistance","79.4"
"uv resistant","4.5"
"uva radiation","-77"
"uvalde county","79.5"
"uvaria","77.9"
"uvb","73.2"
"uvb light","73.2"
"uvular","-78"
"uwire","-71"
"uwm","79"
"uy","9.6"
"uyghur latin alphabet","-72"
"v shark","10.5"
"vaati","-68"
"vacancy","-90"
"vacancy occasioned by","-81"
"vacancy temporarily","-81"
"vacant","-84"
"vacant apartment","6.9"
"vacant congressional district","3.6"
"vacant land","62.4"
"vacant lot","-9"
"vacant position","78.8"
"vacant seat","3.6"
"vacant wbc","96.7"
"vacantly","-85"
"vacate","-81"
"vacated seat","3.6"
"vacation","77.8"
"vacation getaway","8.7"
"vacation resort","87.9"
"vacation spot","8.7"
"vacation time","91.2"
"vacationer","8.7"
"vaccinate","77.8"
"vaccinated against smallpox","-15"
"vaccination","77.8"
"vaccination campaign","77.8"
"vaccination programme","77.8"
"vaccination schedule","77.8"
"vaccine","-10"
"vaccinii","-71"
"vaccinium","-92"
"vaccinium arboreum","-92"
"vacillate","-79"
"vacillate between","70.5"
"vacillated between","-82"
"vacillation","-87"
"vacnat","-72"
"vacuity","-90"
"vacuolization","-65"
"vacuous","-72"
"vacuum","75"
"vacuum carpet","11.5"
"vacuum chamber","-4"
"vacuum cleaner","-6"
"vacuum flask","78.8"
"vacuum floor","6.9"
"vacuum fluorescent display","3.1"
"vacuum gauge","72.6"
"vacuum hose","-6"
"vacuum permittivity","-67"
"vacuum pump","2.3"
"vacuum vessel","84.9"
"vade mecum","75.6"
"vadgaon","-71"
"vadm","82.4"
"vagabond","-81"
"vagal","-74"
"vagal tone","64.4"
"vagenda","-28"
"vagina","70.9"
"vagina dentata","-34"
"vaginal atresia","-73"
"vaginal atrophy","-73"
"vaginal discharge","-80"
"vaginal hysterectomy","78.8"
"vaginal infection","-74"
"vaginal intercourse","-78"
"vaginal lubrication","70.9"
"vaginal orgasm","70.9"
"vaginal penetration","70.9"
"vaginal ring","-58"
"vaginal surgery","78.8"
"vaginal vault","-73"
"vaginal wall","-7"
"vaginally","-91"
"vaginoplasty","78.8"
"vagrancy","-87"
"vagrant","-88"
"vague","-81"
"vague resemblance","-75"
"vaguely","-72"
"vagueness","91.3"
"vagueness doctrine","-81"
"vain","-71"
"vain glory","65.5"
"vainglory","-83"
"vainly","85.7"
"vairocana","9.4"
"vaishnavi","-71"
"vajrapani","9.4"
"vakf","80.2"
"val lewton","-9"
"valea larg river","-88"
"valea seac river","-76"
"valeant","31"
"valediction","96.5"
"valedictory","6.2"
"valentine day","11"
"valerate","-72"
"valeric acid","-85"
"valery gergiev","-85"
"valery hache afp getty","-79"
"valet","7.3"
"valet laundry","84.5"
"valet service","84.5"
"valetudinarian","-91"
"valetudinarianism","-80"
"valiance","-89"
"valiant","96.6"
"valiant warrior","-89"
"valiantly","95.8"
"valid","71.4"
"valid driver license","4.2"
"valid excuse","72.2"
"valid id card","81.4"
"valid inference","-94"
"valid license","4.2"
"valid photo id","81.4"
"valid photo identification","81.4"
"validate","82.9"
"validated","71.2"
"validation","9"
"validation sticker","81.4"
"validity","76.7"
"validly","-68"
"validness","76"
"valio","3.2"
"valise","3.5"
"vallecula","64.7"
"valles caldera national","10.8"
"valley","-84"
"valley fever","-78"
"valley floor","6.7"
"valley indian reservation","-62"
"vallone sr","3.9"
"valor","80.7"
"valorization","74"
"valrhona chocolate","83.7"
"valsartan","-67"
"valse","70.4"
"valtrex","-41"
"valuable","10.7"
"valuable commodity","73"
"valuable contribution","79.2"
"valuable gem","95.8"
"valuable insight","-5"
"valuable insight into","-5"
"valuable metal","-1"
"valuable resource","-4"
"valuable tool","-4"
"valuation","12.3"
"value","74.1"
"value-added tax","88.3"
"value amount","8.8"
"value chain","76.7"
"value for money","9.6"
"value proposition","23"
"value study","88.7"
"valueclick","-67"
"valued","79.4"
"valued cadbury","-83"
"valued colleague","6.3"
"valvate","-5"
"valve","-81"
"valve stem","7.5"
"vampire","-82"
"vampire bat","-95"
"vampire blood","-53"
"vampire hunter","-82"
"vampire movie","-9"
"vampire queen","-68"
"vampire teeth","10.4"
"vampiric","76.3"
"vampirism","-14"
"vampish","72"
"vampy","94.9"
"van","78.6"
"van den hoogenband","6"
"van der waals attraction","-89"
"van der waals force","62.2"
"van der woude syndrome","74.7"
"van driver","93.6"
"van handel","62.9"
"van krevel","-83"
"van tuyl","78.3"
"vanadate","-5"
"vanadium","-6"
"vandal","83.2"
"vandal savage","-31"
"vandalism","-61"
"vandalize","89.6"
"vander","78.3"
"vanderwerff","35.2"
"vane","7.9"
"vanguard","77.7"
"vanilla","5.2"
"vanilla bean","-7"
"vanilla bean ice cream","14.7"
"vanilla cake","9.5"
"vanilla coke","96.4"
"vanilla cream","80.2"
"vanilla essence","-82"
"vanilla ice cream","7.1"
"vanilla pod","6"
"vanillic","-73"
"vanillic acid","-73"
"vanilloid receptor","-73"
"vanish","-92"
"vanisher","-31"
"vanishing","-88"
"vanit","-76"
"vanity","27.9"
"vanity fair","7.1"
"vanity label","9.5"
"vanity page","-6"
"vaniyambalam railway station","79.9"
"vanquish","60.8"
"vanquishable","74.1"
"vanquisher","74"
"vantage","71.9"
"vantage point","16"
"vapid","-84"
"vapidity","68"
"vapor","-7"
"vapor barrier","-79"
"vapor bubble","-75"
"vapor cloud","3.8"
"vapor deposition","-80"
"vapor drift","-77"
"vapor phase","3.8"
"vapor water","85.9"
"vaporing","-81"
"vaporisation","-71"
"vaporization","-80"
"vaporize","-86"
"vapour","4"
"varchar","-6"
"vardenafil","-57"
"varfr","-75"
"variability","-75"
"variableness","-73"
"variance","-70"
"variance reduction","84.6"
"variant","-76"
"variant angina","-20"
"variant cjd","90.5"
"variation","-75"
"variational","-73"
"variational problem","-76"
"varicella vaccination","77.8"
"varicella vaccine","77.8"
"varicocele","6.2"
"varicose vein","-20"
"varied","-72"
"variedness","-75"
"variegate porphyria","-79"
"variegated cutworm","-4"
"variegated foliage","-94"
"variegation","-75"
"varies between","80.6"
"varies considerably","16.8"
"varies depending on","16.8"
"varies greatly","16.8"
"varies significantly","16.8"
"varies substantially","16.8"
"varies widely","16.8"
"variety","15.5"
"variety resistant","-71"
"variola","-15"
"variola major","-74"
"variolation","-15"
"various","-71"
"varistor","-9"
"varitone","88.2"
"varlet","82.3"
"varment","-67"
"varmint","-86"
"varnish","-2"
"varroa destructor","-72"
"varsity baseball team","9.5"
"varsity basketball","9.5"
"varsity basketball team","9.5"
"varsity football","77.9"
"varsity soccer team","9.5"
"varsity squad","9.5"
"varsity team","9.5"
"varsity volleyball team","9.5"
"varsson","79.9"
"varstu parish","-86"
"vary","16.8"
"vary considerably","16.8"
"vary depending on","16.8"
"vary depending upon","16.8"
"vary dramatically","16.8"
"vary enormously","16.8"
"vary greatly","16.8"
"vary significantly","16.8"
"vary slightly","16.8"
"vary somewhat","16.8"
"vary substantially","16.8"
"vary widely","16.8"
"vary widely among","16.8"
"varying","-71"
"varying intensity","-83"
"varying length","83.3"
"varying width","80.9"
"vasco rossi","8.6"
"vascular bed","35.7"
"vascular bundle","-71"
"vascular congestion","79.3"
"vascular dementia","-84"
"vascular discoloration","-65"
"vascular disease","-72"
"vascular permeability","-72"
"vascular proliferative","-72"
"vascular resistance","35.7"
"vascular ring","-77"
"vascular tone","-68"
"vascularity","-63"
"vasculature","2.5"
"vasculitic","-79"
"vasculopathy","-79"
"vase","-4"
"vaseline","-83"
"vasoactive","-68"
"vasoactive intestinal peptide","78.3"
"vasoconstrictive","87.7"
"vasoconstrictor","87.6"
"vasodilatation","-74"
"vasodilatory","-74"
"vasomotor","-74"
"vasotec","-67"
"vassal","-75"
"vassalage","-20"
"vast","7.7"
"vast array","10.5"
"vast cavern","-96"
"vast continent","-83"
"vast erudition","85.3"
"vast fortune","89.3"
"vast land","3.6"
"vast range","80.6"
"vast superiority","85.5"
"vast tract","62.4"
"vast wealth","91"
"vaster","82.4"
"vastly superior","82.9"
"vasundra","-83"
"vat","89"
"vatican","8.1"
"vatican congregation","-82"
"vatican hierarchy","8.8"
"vaticinate","68.6"
"vaticination","68.5"
"vattaru","-72"
"vaudeville","95.4"
"vaudeville theater","83"
"vaudevillian","98.7"
"vaudreuil","-71"
"vault","11.2"
"vault door","11.2"
"vault toilet","7.4"
"vaulted roof","13.5"
"vaunt","-85"
"vaunter","-84"
"vauxhall astra sport","3.1"
"vax","73.2"
"vdata","37.1"
"veal","7.7"
"veal stock","4.4"
"vecna","55.4"
"vector","3.6"
"vector graphic","72.6"
"vector meson","10.1"
"vedana","-72"
"veer","-78"
"vegan","-89"
"vege out","67.2"
"vegetable","8.3"
"vegetable broth","4.4"
"vegetable brush","98.6"
"vegetable curry","-66"
"vegetable diet","64"
"vegetable farmer","-11"
"vegetable fruit","8.6"
"vegetable garden","34.1"
"vegetable grow","5.4"
"vegetable grower","-11"
"vegetable juice","59.8"
"vegetable kingdom","64"
"vegetable market","4.3"
"vegetable matter","-8"
"vegetable mixture","-78"
"vegetable peeler","4.6"
"vegetable protein","3.2"
"vegetable seller","-77"
"vegetable soup","-7"
"vegetable stock","4.4"
"vegetable tempura","61.7"
"vegetable vendor","-77"
"vegetarian","68.4"
"vegetarian food","10.9"
"vegetate","-4"
"vegetation","4.7"
"vegetative cell","-64"
"vegetative growth","-67"
"vegetative stage","11.7"
"vegeterian","81.8"
"veggie","3.3"
"veggie burger","7.2"
"veggie garden","34.1"
"vehemence","-85"
"vehement","-74"
"vehement anti","68.9"
"vehemently","-41"
"vehemently disagree","-79"
"vehicle","-7"
"vehicle convoy","-6"
"vehicle crash","-86"
"vehicle exhaust","-7"
"vehicle impoundment","-74"
"vehicle registration","4.2"
"vehicle theft","4.2"
"vehicle type","-10"
"vehicular","14.4"
"vehicular accident","-93"
"vehicular bridge","6.9"
"vehicular traffic","-97"
"veil","6"
"veiled threat","-74"
"vein","2.5"
"velar","94.3"
"velar fricative","12.5"
"velar nasal","-67"
"velcro","3.3"
"velcro closure","80.5"
"velcro product","2.8"
"velcro strip","-63"
"veliger","-92"
"veliger larva","-92"
"vellication","-70"
"velociraptor","-82"
"velocity","10.4"
"velocity anomaly","-84"
"velocity gradient","80.2"
"velocity profile","10.4"
"velocity shear","-89"
"velocity vector","10.4"
"velopharyngeal","10.6"
"velopharyngeal closure","-63"
"velu","-71"
"velutina","71.5"
"velvet","-4"
"velvet ant","-72"
"velvet carpet","-81"
"velvet coat","-67"
"velvet collar","-67"
"velvet gown","-62"
"velvet leaf","8.6"
"velvet suit","-77"
"velveteen coat","-33"
"velvety","83.1"
"vena","66.8"
"venal","87.6"
"venality","-69"
"vend","10.1"
"vend stand","-5"
"vender","67.6"
"vendetta","72"
"vendetta against","-91"
"vending cart","-77"
"vending machine","-6"
"vendor","7.1"
"veneer","-74"
"veneering","-74"
"venepuncture","-75"
"venerability","87"
"venerable","90.4"
"venerable tradition","86.8"
"venerableness","86.9"
"venerate","83.3"
"veneration","79.8"
"venereal disease","-83"
"venereal infection","-67"
"venery","-76"
"venetian gothic style","8.1"
"venetian hotel","10.2"
"venetian resort hotel casino","10.2"
"venetian window","-9"
"vengeance","-85"
"vengeful","97.2"
"vengefully","-30"
"vengefulness","-30"
"veni yan","-78"
"venial","3.5"
"venial sin","3.5"
"venipuncture","-75"
"venire","8.9"
"veniremen","8.9"
"venison","3.8"
"venison gallery","3.8"
"venison steak","3.8"
"venite","-81"
"venom","-95"
"venomous","-12"
"venomous bite","91.2"
"venomous snake","-69"
"venomously","-81"
"venous blood","35.7"
"venous drainage","-63"
"venous flow","79.3"
"venous hypertension","-75"
"venous insufficiency","-78"
"venous outflow","72.7"
"venous patency","-63"
"venous pressure","35.7"
"venous reflux","-78"
"venous return","35.7"
"venous system","2.5"
"vent","-76"
"vent pipe","75.9"
"vent valve","3.1"
"ventilate","75.9"
"ventilation","-72"
"ventilation fan","75.9"
"ventilation shaft","-96"
